student_id,nom,prenom,age,sexe,filiere,niveau,moyenne_Generale,Categorie
ETU1176,Agbeko,Koffi,20,F,Informatique & Systèmes,L2,12.18,moyen
ETU1326,Adjei,Eyram,20,M,IA & Big Data,L2,12.17,moyen
ETU1535,Kossi,Dodzi,23,F,Génie Électrique,L1,12.16,moyen
ETU1135,Lawson,Dodzi,24,F,Génie Électrique,L2,12.16,moyen
ETU1532,Kossi,Kodjo,22,F,Génie Civil,L1,12.15,moyen
ETU1292,Assogba,Eyram,25,F,Génie Électrique,L3,12.15,moyen
ETU1033,Tchalla,Ama,25,F,Informatique & Systèmes,L3,12.14,moyen
ETU1777,Kossi,Mawuli,18,F,Génie Électrique,L1,12.13,moyen
ETU1633,Lawson,Afi,18,M,Génie Électrique,L1,12.12,moyen
ETU1169,Mensah,Koffi,18,M,Génie Électrique,L1,12.11,moyen
ETU1134,Agbeko,Kodjo,25,F,Génie Électrique,L2,12.08,moyen
ETU1319,Agbeko,Kodjo,22,M,Logistique & Transport,L1,12.07,moyen
ETU1566,Adjei,Akossiwa,20,F,IA & Big Data,L2,12.07,moyen
ETU1243,Doe,Akossiwa,25,M,Informatique & Systèmes,L2,12.06,moyen
ETU1786,Mensah,Eyram,26,M,Génie Civil,L1,12.05,moyen
ETU1515,Kossi,Yao,19,F,Génie Civil,L1,12.05,moyen
ETU1021,Lawson,Sena,17,M,IA & Big Data,L2,12.04,moyen
ETU1734,Adjei,Eyram,22,F,Informatique & Systèmes,L2,12.04,moyen
ETU1701,Doe,Yao,18,M,Génie Électrique,L2,12.04,moyen
ETU1306,Lawson,Yao,19,F,Génie Électrique,L1,12.02,moyen
ETU1467,Tchalla,Akossiwa,26,M,Génie Électrique,L3,11.95,moyen
ETU1445,Doe,Dodzi,26,M,Génie Électrique,L2,11.94,moyen
ETU1510,Assogba,Afi,19,F,Informatique & Systèmes,L3,11.92,moyen
ETU1410,Kossi,Sena,21,inconnue,Génie Civil,L1,11.91,moyen
ETU1462,Agbeko,Kodjo,18,F,IA & Big Data,L1,11.88,moyen
ETU1664,Tchalla,Eyram,18,F,Génie Électrique,L2,11.87,moyen
ETU1561,Mensah,Koffi,19,M,Génie Civil,L1,11.87,moyen
ETU1441,Lawson,Mawuli,25,M,IA & Big Data,L2,11.84,moyen
ETU1162,Amegan,Eyram,17,F,Informatique & Systèmes,L1,11.83,moyen
ETU1035,Mensah,Mawuli,22,M,Génie Civil,L2,11.83,moyen
ETU1219,Assogba,Ama,19,F,Informatique & Systèmes,L1,11.83,moyen
ETU1383,Adjei,Kodjo,24,M,IA & Big Data,L1,11.82,moyen
ETU1436,Tchalla,Koffi,22,M,Génie Électrique,L3,11.8,moyen
ETU1185,Amegan,Sena,19,M,IA & Big Data,L1,11.79,moyen
ETU1099,Kossi,Sena,26,M,IA & Big Data,L2,11.78,moyen
ETU1611,Amegan,Afi,24,M,Génie Civil,L1,11.77,moyen
ETU1229,Kossi,Akossiwa,26,M,Génie Électrique,L1,11.76,moyen
ETU1136,Doe,Ama,22,M,Informatique & Systèmes,L1,11.75,moyen
ETU1559,Kouassi,Akossiwa,20,F,IA & Big Data,L2,11.74,moyen
ETU1397,Kossi,Dodzi,21,M,IA & Big Data,L1,11.74,moyen
ETU1302,Mensah,Dodzi,24,M,Informatique & Systèmes,L3,11.73,moyen
ETU1569,Tchalla,Sena,26,F,Logistique & Transport,L2,11.73,moyen
ETU1026,Amegan,Sena,22,M,Génie Civil,L2,11.71,moyen
ETU1497,Lawson,Sena,25,F,IA & Big Data,L2,11.71,moyen
ETU1543,Kossi,Afi,23,F,Informatique & Systèmes,L1,11.7,moyen
ETU1705,Tchalla,Yao,17,M,Informatique & Systèmes,L2,11.7,moyen
ETU1307,Tchalla,Dodzi,18,M,Informatique & Systèmes,L2,11.7,moyen
ETU1649,Kouassi,Ama,21,F,Logistique & Transport,L3,11.7,moyen
ETU1506,Tchalla,Yao,24,M,Logistique & Transport,L1,11.68,moyen
ETU1322,Doe,Yao,25,F,Informatique & Systèmes,L1,11.68,moyen
ETU1779,Kouassi,Sena,23,M,IA & Big Data,L1,11.65,moyen
ETU1691,Agbeko,Kodjo,20,F,Informatique & Systèmes,L1,11.63,moyen
ETU1047,Kouassi,Koffi,23,M,Génie Électrique,L1,11.62,moyen
ETU1413,Kossi,Eyram,26,M,Génie Électrique,L2,11.61,moyen
ETU1074,Doe,Sena,24,M,Informatique & Systèmes,L1,11.6,moyen
ETU1442,Kossi,Dodzi,24,M,IA & Big Data,L3,11.6,moyen
ETU1282,Doe,Dodzi,18,F,Informatique & Systèmes,L2,11.59,moyen
ETU1268,Doe,Akossiwa,17,F,Génie Civil,L2,11.59,moyen
ETU1085,Agbeko,Mawuli,22,F,Informatique & Systèmes,L1,11.58,moyen
ETU1287,Tchalla,Dodzi,21,M,Génie Civil,L2,11.57,moyen
ETU1536,Amegan,Sena,22,F,Génie Civil,L2,11.56,moyen
ETU1710,Doe,Akossiwa,19,M,Logistique & Transport,L3,11.56,moyen
ETU1055,Mensah,Eyram,19,F,Informatique & Systèmes,L3,11.56,moyen
ETU1172,Agbeko,Kodjo,20,M,Génie Électrique,L1,11.55,moyen
ETU1061,Agbeko,Dodzi,23,M,Informatique & Systèmes,L2,11.53,moyen
ETU1743,Adjei,Afi,24,M,Génie Civil,L1,11.53,moyen
ETU1381,Assogba,Dodzi,23,M,IA & Big Data,L1,11.52,moyen
ETU1732,Assogba,Dodzi,19,F,Génie Électrique,L2,11.52,moyen
ETU1005,Kouassi,Mawuli,25,M,Logistique & Transport,L1,11.51,moyen
ETU1494,Adjei,Dodzi,18,F,Logistique & Transport,L2,11.49,moyen
ETU1020,Tchalla,Koffi,19,M,Génie Électrique,L1,11.47,moyen
ETU1380,Mensah,Sena,23,F,Logistique & Transport,L3,11.47,moyen
ETU1574,Mensah,Eyram,19,F,Génie Électrique,L2,11.46,moyen
ETU1178,Assogba,Akossiwa,20,F,Informatique & Systèmes,L2,11.46,moyen
ETU1399,Lawson,Sena,19,M,Génie Électrique,L3,11.46,moyen
ETU1793,Kouassi,Koffi,19,M,Logistique & Transport,L1,11.45,moyen
ETU1255,Kossi,Dodzi,25,M,Génie Électrique,L2,11.45,moyen
ETU1598,Doe,Koffi,22,M,Logistique & Transport,L2,11.45,moyen
ETU1406,Amegan,Afi,21,F,Génie Électrique,L1,11.43,moyen
ETU1753,Assogba,Sena,21,F,IA & Big Data,L2,11.43,moyen
ETU1715,Agbeko,Dodzi,17,M,IA & Big Data,L2,11.43,moyen
ETU1533,Adjei,Eyram,20,M,IA & Big Data,L1,11.41,moyen
ETU1062,Lawson,Ama,18,M,Génie Électrique,L1,11.4,moyen
ETU1129,Doe,Afi,18,M,IA & Big Data,L2,11.39,moyen
ETU1126,Mensah,Afi,26,M,Informatique & Systèmes,L2,11.39,moyen
ETU1042,Agbeko,Dodzi,21,M,Génie Électrique,L2,11.36,moyen
ETU1742,Doe,Koffi,22,M,IA & Big Data,L3,11.35,moyen
ETU1271,Mensah,Yao,19,M,Génie Électrique,L3,11.34,moyen
ETU1170,Kossi,Yao,20,M,Informatique & Systèmes,L2,11.34,moyen
ETU1457,Doe,Afi,24,F,IA & Big Data,L1,11.33,moyen
ETU1525,Lawson,Ama,19,M,IA & Big Data,L3,11.32,moyen
ETU1764,Lawson,Afi,24,F,IA & Big Data,L3,11.3,moyen
ETU1770,Doe,Koffi,17,M,IA & Big Data,L3,11.3,moyen
ETU1775,Assogba,Akossiwa,26,M,Informatique & Systèmes,L1,11.29,moyen
ETU1284,Amegan,Yao,23,F,IA & Big Data,L3,11.29,moyen
ETU1131,Tchalla,Sena,26,M,Génie Civil,L1,11.29,moyen
ETU1368,Mensah,Dodzi,25,M,Informatique & Systèmes,L1,11.28,moyen
ETU1078,Tchalla,Afi,26,F,Informatique & Systèmes,L2,11.28,moyen
ETU1288,Tchalla,Sena,17,F,IA & Big Data,L2,11.26,moyen
ETU1761,Tchalla,Yao,24,M,Logistique & Transport,L2,11.25,moyen
ETU1216,Mensah,Akossiwa,19,M,IA & Big Data,L3,11.23,moyen
ETU1709,Amegan,Sena,22,inconnue,Génie Électrique,L1,11.23,moyen
ETU1028,Tchalla,Eyram,20,F,Génie Électrique,L3,11.21,moyen
ETU1603,Kossi,Akossiwa,20,F,Génie Civil,L3,11.2,moyen
ETU1615,Doe,Mawuli,20,M,Génie Électrique,L1,11.19,moyen
ETU1156,Kossi,Kodjo,20,M,IA & Big Data,L1,11.18,moyen
ETU1039,Doe,Dodzi,19,M,Génie Civil,L1,11.18,moyen
ETU1748,Lawson,Kodjo,19,M,Génie Électrique,L1,11.18,moyen
ETU1353,Amegan,Dodzi,21,M,Génie Électrique,L1,11.15,moyen
ETU1414,Mensah,Koffi,23,F,Informatique & Systèmes,L1,11.14,moyen
ETU1460,Agbeko,Yao,25,M,Logistique & Transport,L1,11.14,moyen
ETU1109,Agbeko,Koffi,19,F,IA & Big Data,L2,11.14,moyen
ETU1215,Adjei,Eyram,18,F,IA & Big Data,L2,11.14,moyen
ETU1125,Tchalla,Dodzi,24,F,Informatique & Systèmes,L2,11.14,moyen
ETU1278,Mensah,Kodjo,24,M,Logistique & Transport,L2,11.14,moyen
ETU1613,Lawson,Mawuli,18,M,Génie Civil,L1,11.13,moyen
ETU1725,Kossi,Koffi,25,M,Génie Civil,L2,11.1,moyen
ETU1009,Mensah,Dodzi,18,M,Génie Civil,L1,11.08,moyen
ETU1447,Assogba,Kodjo,22,F,Informatique & Systèmes,L3,11.07,moyen
ETU1303,Kouassi,Ama,19,M,Informatique & Systèmes,L3,11.07,moyen
ETU1277,Agbeko,Ama,25,F,IA & Big Data,L2,11.05,moyen
ETU1337,Lawson,Akossiwa,22,F,Informatique & Systèmes,L1,11.04,moyen
ETU1523,Kouassi,Eyram,23,M,Génie Électrique,L3,11.04,moyen
ETU1171,Mensah,Kodjo,20,F,Informatique & Systèmes,L2,11.04,moyen
ETU1542,Kossi,Ama,26,M,Informatique & Systèmes,L1,11.03,moyen
ETU1518,Amegan,Kodjo,22,F,Génie Électrique,L1,11.03,moyen
ETU1496,Kossi,Yao,26,M,Génie Électrique,L2,11.03,moyen
ETU1210,Adjei,Yao,19,F,Logistique & Transport,L1,11.02,moyen
ETU1206,Agbeko,Eyram,17,F,Génie Civil,L2,11.01,moyen
ETU1644,Agbeko,Ama,24,M,Informatique & Systèmes,L3,11.0,moyen
ETU1754,Tchalla,Kodjo,20,F,Logistique & Transport,L1,11.0,moyen
ETU1550,Kouassi,Koffi,20,F,Génie Électrique,L1,10.99,moyen
ETU1446,Lawson,Eyram,21,M,IA & Big Data,L1,10.98,moyen
ETU1148,Kouassi,Dodzi,25,M,Génie Civil,L3,10.95,moyen
ETU1382,Assogba,Sena,17,M,IA & Big Data,L2,10.95,moyen
ETU1165,Kouassi,Afi,26,M,Informatique & Systèmes,L2,10.95,moyen
ETU1437,Assogba,Ama,17,F,Génie Électrique,L1,10.94,moyen
ETU1548,Tchalla,Mawuli,25,M,Informatique & Systèmes,L3,10.93,moyen
ETU1755,Amegan,Ama,20,F,Génie Civil,L3,10.92,moyen
ETU1511,Agbeko,Akossiwa,23,M,Informatique & Systèmes,L3,10.92,moyen
ETU1265,Tchalla,Akossiwa,21,F,IA & Big Data,L2,10.92,moyen
ETU1173,Agbeko,Kodjo,20,F,IA & Big Data,L3,10.91,moyen
ETU1174,Doe,Ama,24,F,Informatique & Systèmes,L2,10.9,moyen
ETU1678,Tchalla,Yao,20,M,Génie Civil,L3,10.9,moyen
ETU1593,Assogba,Mawuli,19,F,IA & Big Data,L1,10.89,moyen
ETU1419,Tchalla,Kodjo,21,M,Logistique & Transport,L1,10.89,moyen
ETU1689,Agbeko,Afi,21,M,Génie Électrique,L2,10.88,moyen
ETU1220,Kossi,Koffi,20,F,Informatique & Systèmes,L1,10.87,moyen
ETU1652,Adjei,Koffi,19,M,Génie Civil,L1,10.87,moyen
ETU1013,Agbeko,Yao,23,M,Informatique & Systèmes,L1,10.86,moyen
ETU1143,Amegan,Kodjo,17,M,Génie Civil,L1,10.85,moyen
ETU1076,Lawson,Afi,18,M,Logistique & Transport,L1,10.85,moyen
ETU1048,Doe,Eyram,26,F,IA & Big Data,L3,10.83,moyen
ETU1038,Adjei,Koffi,18,M,Génie Électrique,L1,10.83,moyen
ETU1217,Mensah,Kodjo,19,M,Logistique & Transport,L1,10.8,moyen
ETU1177,Kossi,Afi,18,F,Génie Civil,L2,10.8,moyen
ETU1266,Amegan,Dodzi,18,M,Génie Civil,L1,10.8,moyen
ETU1386,Mensah,Ama,25,M,Logistique & Transport,L2,10.79,moyen
ETU1007,Doe,Ama,22,M,IA & Big Data,L2,10.79,moyen
ETU1740,Kouassi,Kodjo,21,M,IA & Big Data,L3,10.78,moyen
ETU1484,Amegan,Akossiwa,18,M,Génie Civil,L1,10.77,moyen
ETU1697,Tchalla,Mawuli,21,M,IA & Big Data,L2,10.76,moyen
ETU1660,Kossi,Mawuli,17,F,Logistique & Transport,L2,10.75,moyen
ETU1257,Kossi,Mawuli,22,M,Génie Civil,L1,10.75,moyen
ETU1783,Kossi,Kodjo,20,M,Informatique & Systèmes,L2,10.74,moyen
ETU1587,Mensah,Akossiwa,19,F,IA & Big Data,L3,10.72,moyen
ETU1605,Tchalla,Ama,24,F,IA & Big Data,L3,10.72,moyen
ETU1405,Tchalla,Dodzi,18,M,Informatique & Systèmes,L1,10.71,moyen
ETU1724,Agbeko,Sena,24,M,IA & Big Data,L2,10.71,moyen
ETU1252,Kossi,Afi,21,F,Informatique & Systèmes,L2,10.7,moyen
ETU1765,Agbeko,Kodjo,17,M,Logistique & Transport,L3,10.68,moyen
ETU1620,Amegan,Dodzi,26,F,Logistique & Transport,L3,10.68,moyen
ETU1024,Agbeko,Sena,22,M,Informatique & Systèmes,L3,10.67,moyen
ETU1703,Kossi,Akossiwa,25,M,Génie Civil,L2,10.66,moyen
ETU1504,Adjei,Sena,25,M,Informatique & Systèmes,L2,10.65,moyen
ETU1297,Amegan,Mawuli,25,F,IA & Big Data,L1,10.64,moyen
ETU1556,Agbeko,Akossiwa,21,M,IA & Big Data,L2,10.64,moyen
ETU1290,Kouassi,Afi,18,M,Logistique & Transport,L3,10.63,moyen
ETU1480,Adjei,Mawuli,25,F,Génie Électrique,L2,10.61,moyen
ETU1752,Mensah,Afi,24,F,Génie Civil,L1,10.6,moyen
ETU1463,Amegan,Eyram,24,M,Génie Électrique,L2,10.58,moyen
ETU1693,Assogba,Akossiwa,24,M,Logistique & Transport,L2,10.58,moyen
ETU1213,Amegan,Akossiwa,21,F,Informatique & Systèmes,L2,10.57,moyen
ETU1450,Assogba,Yao,18,M,Génie Électrique,L3,10.57,moyen
ETU1544,Kouassi,Ama,20,F,Génie Électrique,L2,10.57,moyen
ETU1429,Agbeko,Yao,20,M,Génie Civil,L2,10.55,moyen
ETU1077,Adjei,Mawuli,21,M,IA & Big Data,L1,10.54,moyen
ETU1147,Adjei,Ama,20,M,Logistique & Transport,L3,10.53,moyen
ETU1540,Agbeko,Afi,24,M,Génie Électrique,L1,10.53,moyen
ETU1596,Tchalla,Sena,19,M,IA & Big Data,L1,10.53,moyen
ETU1235,Agbeko,Mawuli,18,F,Logistique & Transport,L2,10.53,moyen
ETU1124,Kouassi,Yao,22,M,Informatique & Systèmes,L1,10.53,moyen
ETU1564,Kouassi,Afi,26,M,Génie Électrique,L1,10.53,moyen
ETU1108,Amegan,Akossiwa,19,M,Informatique & Systèmes,L3,10.52,moyen
ETU1679,Assogba,Kodjo,23,M,Informatique & Systèmes,L2,10.51,moyen
ETU1363,Kouassi,Afi,25,F,Logistique & Transport,L2,10.51,moyen
ETU1264,Assogba,Mawuli,25,F,Génie Électrique,L1,10.49,moyen
ETU1198,Lawson,Dodzi,21,M,Informatique & Systèmes,L3,10.49,moyen
ETU1424,Amegan,Kodjo,17,M,Logistique & Transport,L1,10.47,moyen
ETU1161,Doe,Kodjo,21,M,Informatique & Systèmes,L3,10.45,moyen
ETU1684,Kossi,Kodjo,23,M,Informatique & Systèmes,L2,10.44,moyen
ETU1583,Mensah,Eyram,23,M,IA & Big Data,L2,10.44,moyen
ETU1318,Assogba,Mawuli,21,M,Génie Électrique,L1,10.44,moyen
ETU1499,Amegan,Koffi,19,F,Génie Électrique,L1,10.44,moyen
ETU1700,Tchalla,Afi,19,F,Génie Civil,L1,10.43,moyen
ETU1575,Lawson,Dodzi,24,M,Génie Électrique,L2,10.42,moyen
ETU1674,Doe,Dodzi,18,F,Génie Électrique,L2,10.42,moyen
ETU1195,Mensah,Sena,19,M,Génie Civil,L2,10.4,moyen
ETU1225,Lawson,Koffi,26,M,Informatique & Systèmes,L1,10.39,moyen
ETU1454,Tchalla,Sena,24,F,Génie Électrique,L1,10.39,moyen
ETU1428,Mensah,Ama,22,M,Génie Électrique,L2,10.36,moyen
ETU1304,Tchalla,Akossiwa,20,F,Informatique & Systèmes,L2,10.35,moyen
ETU1086,Mensah,Koffi,21,M,Informatique & Systèmes,L1,10.34,moyen
ETU1727,Mensah,Ama,18,F,IA & Big Data,L1,10.33,moyen
ETU1352,Adjei,Kodjo,17,M,IA & Big Data,L1,10.33,moyen
ETU1608,Assogba,Koffi,19,M,Génie Électrique,L2,10.32,moyen
ETU1201,Assogba,Mawuli,21,M,Logistique & Transport,L2,10.31,moyen
ETU1254,Doe,Koffi,18,M,Logistique & Transport,L2,10.31,moyen
ETU1502,Assogba,Sena,18,M,Logistique & Transport,L1,10.3,moyen
ETU1790,Mensah,Mawuli,21,M,Génie Civil,L3,10.29,moyen
ETU1637,Adjei,Sena,19,M,IA & Big Data,L1,10.29,moyen
ETU1002,Doe,Afi,25,F,Logistique & Transport,L1,10.29,moyen
ETU1418,Adjei,Eyram,24,F,IA & Big Data,L1,10.28,moyen
ETU1713,Agbeko,Akossiwa,17,M,IA & Big Data,L3,10.28,moyen
ETU1634,Kossi,Akossiwa,22,M,Génie Électrique,L1,10.26,moyen
ETU1471,Kouassi,Ama,23,F,Logistique & Transport,L2,10.26,moyen
ETU1083,Kouassi,Ama,24,F,IA & Big Data,L1,10.24,moyen
ETU1377,Agbeko,Ama,20,F,Génie Électrique,L1,10.23,moyen
ETU1785,Tchalla,Akossiwa,25,F,Génie Civil,L3,10.22,moyen
ETU1251,Amegan,Akossiwa,19,F,Génie Civil,L1,10.21,moyen
ETU1101,Kossi,Koffi,18,M,IA & Big Data,L3,10.21,moyen
ETU1338,Adjei,Mawuli,26,F,Génie Électrique,L3,10.2,moyen
ETU1638,Agbeko,Akossiwa,21,F,Génie Civil,L1,10.19,moyen
ETU1449,Adjei,Dodzi,23,F,Génie Électrique,L2,10.17,moyen
ETU1084,Doe,Eyram,20,F,Génie Civil,L2,10.16,moyen
ETU1059,Doe,Eyram,19,F,IA & Big Data,L2,10.15,moyen
ETU1584,Amegan,Akossiwa,23,M,IA & Big Data,L1,10.15,moyen
ETU1493,Doe,Koffi,18,F,Logistique & Transport,L2,10.14,moyen
ETU1273,Assogba,Afi,26,M,Logistique & Transport,L2,10.13,moyen
ETU1223,Adjei,Eyram,25,M,IA & Big Data,L2,10.11,moyen
ETU1585,Assogba,Yao,19,F,Informatique & Systèmes,L2,10.11,moyen
ETU1123,Amegan,Ama,24,F,IA & Big Data,L2,10.11,moyen
ETU1121,Doe,Afi,24,M,IA & Big Data,L1,10.11,moyen
ETU1145,Kouassi,Ama,26,F,Logistique & Transport,L1,10.09,moyen
ETU1112,Tchalla,Akossiwa,25,M,IA & Big Data,L2,10.07,moyen
ETU1528,Assogba,Sena,17,M,Génie Civil,L2,10.07,moyen
ETU1200,Lawson,Eyram,17,M,IA & Big Data,L3,10.05,moyen
ETU1489,Doe,Sena,17,M,Génie Électrique,L2,10.04,moyen
ETU1298,Adjei,Koffi,24,M,IA & Big Data,L1,10.03,moyen
ETU1473,Amegan,Sena,20,M,Génie Électrique,L2,10.03,moyen
ETU1323,Assogba,Yao,21,F,IA & Big Data,L2,10.02,moyen
ETU1553,Lawson,Dodzi,22,F,Logistique & Transport,L1,10.01,moyen
ETU1577,Tchalla,Mawuli,21,M,Logistique & Transport,L3,9.99,Faible
ETU1241,Tchalla,Eyram,17,M,IA & Big Data,L3,9.98,Faible
ETU1423,Tchalla,Sena,22,M,IA & Big Data,L2,9.98,Faible
ETU1289,Amegan,Ama,21,M,Informatique & Systèmes,L3,9.96,Faible
ETU1789,Mensah,Koffi,25,M,Informatique & Systèmes,L1,9.95,Faible
ETU1640,Doe,Mawuli,19,M,Génie Civil,L1,9.94,Faible
ETU1421,Doe,Afi,23,M,IA & Big Data,L3,9.93,Faible
ETU1557,Kouassi,Ama,23,F,Informatique & Systèmes,L2,9.93,Faible
ETU1458,Kouassi,Afi,20,M,Informatique & Systèmes,L2,9.91,Faible
ETU1470,Agbeko,Akossiwa,18,M,Informatique & Systèmes,L3,9.9,Faible
ETU1729,Doe,Dodzi,18,M,Logistique & Transport,L2,9.89,Faible
ETU1168,Lawson,Dodzi,17,M,Informatique & Systèmes,L2,9.89,Faible
ETU1618,Mensah,Eyram,19,M,Génie Civil,L1,9.87,Faible
ETU1149,Mensah,Yao,24,M,IA & Big Data,L3,9.87,Faible
ETU1053,Amegan,Yao,22,F,Logistique & Transport,L1,9.85,Faible
ETU1590,Kouassi,Akossiwa,20,F,Génie Civil,L1,9.85,Faible
ETU1316,Agbeko,Dodzi,19,M,IA & Big Data,L1,9.85,Faible
ETU1782,Kossi,Afi,26,F,Génie Électrique,L1,9.84,Faible
ETU1439,Lawson,Koffi,21,F,Génie Civil,L1,9.83,Faible
ETU1082,Kossi,Kodjo,17,M,Génie Civil,L2,9.8,Faible
ETU1730,Agbeko,Koffi,17,F,IA & Big Data,L1,9.79,Faible
ETU1490,Assogba,Yao,25,F,Logistique & Transport,L1,9.76,Faible
ETU1707,Tchalla,Kodjo,18,M,IA & Big Data,L3,9.76,Faible
ETU1345,Adjei,Kodjo,18,M,IA & Big Data,L2,9.76,Faible
ETU1132,Mensah,Yao,23,M,Logistique & Transport,L2,9.76,Faible
ETU1653,Kouassi,Yao,22,F,Génie Civil,L1,9.75,Faible
ETU1639,Assogba,Dodzi,25,F,IA & Big Data,L2,9.74,Faible
ETU1097,Doe,Koffi,18,M,Génie Électrique,L1,9.73,Faible
ETU1222,Agbeko,Eyram,20,M,Informatique & Systèmes,L2,9.73,Faible
ETU1716,Tchalla,Kodjo,17,F,Génie Électrique,L2,9.73,Faible
ETU1537,Kossi,Yao,21,M,Informatique & Systèmes,L3,9.7,Faible
ETU1151,Adjei,Akossiwa,25,F,IA & Big Data,L3,9.69,Faible
ETU1127,Agbeko,Akossiwa,22,M,Informatique & Systèmes,L2,9.67,Faible
ETU1483,Agbeko,Eyram,23,M,Informatique & Systèmes,L1,9.67,Faible
ETU1626,Lawson,Sena,25,M,Génie Électrique,L1,9.64,Faible
ETU1594,Lawson,Yao,23,F,Informatique & Systèmes,L2,9.61,Faible
ETU1004,Amegan,Mawuli,18,M,IA & Big Data,L1,9.6,Faible
ETU1167,Kossi,Akossiwa,21,M,Informatique & Systèmes,L1,9.57,Faible
ETU1204,Amegan,Ama,18,M,Informatique & Systèmes,L1,9.56,Faible
ETU1087,Lawson,Ama,21,M,Informatique & Systèmes,L3,9.53,Faible
ETU1372,Amegan,Akossiwa,23,M,Informatique & Systèmes,L2,9.51,Faible
ETU1531,Kossi,Mawuli,26,M,Génie Électrique,L1,9.5,Faible
ETU1665,Doe,Ama,17,F,Génie Civil,L3,9.48,Faible
ETU1163,Amegan,Yao,23,M,Informatique & Systèmes,L2,9.46,Faible
ETU1260,Agbeko,Mawuli,24,F,Génie Civil,L2,9.44,Faible
ETU1431,Agbeko,Mawuli,18,F,Génie Civil,L1,9.44,Faible
ETU1625,Adjei,Eyram,23,M,Informatique & Systèmes,L2,9.43,Faible
ETU1336,Assogba,Mawuli,20,F,Logistique & Transport,L3,9.41,Faible
ETU1354,Assogba,Akossiwa,26,M,Informatique & Systèmes,L1,9.41,Faible
ETU1632,Amegan,Ama,26,M,Logistique & Transport,L3,9.4,Faible
ETU1433,Kossi,Mawuli,23,F,Informatique & Systèmes,L1,9.4,Faible
ETU1407,Kossi,Mawuli,18,M,Informatique & Systèmes,L1,9.39,Faible
ETU1010,Tchalla,Koffi,24,F,IA & Big Data,L1,9.36,Faible
ETU1432,Kouassi,Dodzi,17,F,Génie Électrique,L2,9.35,Faible
ETU1580,Mensah,Dodzi,23,M,IA & Big Data,L1,9.34,Faible
ETU1294,Tchalla,Akossiwa,18,M,Informatique & Systèmes,L2,9.33,Faible
ETU1688,Amegan,Ama,26,F,Informatique & Systèmes,L1,9.33,Faible
ETU1351,Mensah,Afi,23,M,Logistique & Transport,L2,9.32,Faible
ETU1658,Mensah,Yao,17,M,IA & Big Data,L1,9.31,Faible
ETU1203,Doe,Eyram,19,M,IA & Big Data,L2,9.31,Faible
ETU1166,Lawson,Sena,22,M,Logistique & Transport,L1,9.23,Faible
ETU1744,Agbeko,Yao,22,F,Informatique & Systèmes,L1,9.22,Faible
ETU1314,Adjei,Ama,20,F,Informatique & Systèmes,L2,9.16,Faible
ETU1451,Assogba,Kodjo,20,M,Génie Civil,L2,9.16,Faible
ETU1180,Assogba,Afi,17,M,Génie Civil,L2,9.1,Faible
ETU1280,Adjei,Dodzi,20,M,Informatique & Systèmes,L1,9.09,Faible
ETU1768,Kossi,Dodzi,18,M,Logistique & Transport,L3,9.03,Faible
ETU1141,Adjei,Kodjo,24,F,Informatique & Systèmes,L1,9.01,Faible
ETU1317,Agbeko,Afi,21,F,Génie Civil,L2,9.01,Faible
ETU1355,Assogba,Afi,21,F,Génie Civil,L1,9.01,Faible
ETU1503,Kouassi,Eyram,18,F,Génie Civil,L3,9.0,Faible
ETU1236,Doe,Dodzi,26,M,IA & Big Data,L2,8.99,Faible
ETU1706,Mensah,Dodzi,20,M,Logistique & Transport,L2,8.98,Faible
ETU1164,Amegan,Dodzi,22,M,Logistique & Transport,L1,8.95,Faible
ETU1767,Amegan,Sena,18,F,Génie Civil,L2,8.91,Faible
ETU1509,Adjei,Eyram,19,M,Génie Électrique,L1,8.9,Faible
ETU1321,Kossi,Koffi,22,M,IA & Big Data,L1,8.9,Faible
ETU1708,Amegan,Eyram,20,F,IA & Big Data,L2,8.9,Faible
ETU1600,Doe,Eyram,20,F,Informatique & Systèmes,L1,8.88,Faible
ETU1762,Assogba,Yao,26,M,IA & Big Data,L3,8.85,Faible
ETU1415,Doe,Ama,20,M,IA & Big Data,L2,8.85,Faible
ETU1092,Kouassi,Afi,23,M,Génie Électrique,L2,8.84,Faible
ETU1221,Amegan,Koffi,24,M,Informatique & Systèmes,L2,8.83,Faible
ETU1495,Amegan,Afi,24,M,Génie Électrique,L3,8.81,Faible
ETU1373,Lawson,Ama,20,F,Informatique & Systèmes,L3,8.77,Faible
ETU1179,Tchalla,Afi,23,M,Logistique & Transport,L3,8.77,Faible
ETU1341,Adjei,Akossiwa,19,M,IA & Big Data,L1,8.75,Faible
ETU1456,Kossi,Yao,24,M,Génie Électrique,L1,8.75,Faible
ETU1349,Kossi,Eyram,20,M,IA & Big Data,L1,8.72,Faible
ETU1491,Kouassi,Eyram,20,F,Informatique & Systèmes,L2,8.7,Faible
ETU1558,Agbeko,Ama,25,F,Informatique & Systèmes,L2,8.69,Faible
ETU1305,Kossi,Ama,19,M,Informatique & Systèmes,L2,8.65,Faible
ETU1387,Kouassi,Afi,19,M,IA & Big Data,L3,8.64,Faible
ETU1731,Amegan,Koffi,25,inconnue,Informatique & Systèmes,L1,8.64,Faible
ETU1371,Doe,Sena,26,M,Informatique & Systèmes,L2,8.63,Faible
ETU1628,Tchalla,Yao,19,F,Informatique & Systèmes,L3,8.63,Faible
