student_id,nom,prenom,age,sexe,filiere,niveau
ETU1409,Mensah,Dodzi,23.0,M,Logistique & Transport,L1
ETU1410,Kossi,Sena,21.0,,Génie Civil,L1
ETU1411,Adjei,Mawuli,20.0,F,Logistique & Transport,L2
ETU1412,Adjei,Kodjo,18.0,F,Informatique & Systèmes,L3
ETU1413,Kossi,Eyram,26.0,M,Génie Électrique,L2
ETU1414,Mensah,Koffi,23.0,F,Informatique & Systèmes,L1
ETU1415,Doe,Ama,20.0,M,IA & Big Data,L2
ETU1416,Assogba,Afi,21.0,M,IA & Big Data,L1
ETU1417,Kossi,Mawuli,24.0,M,Génie Électrique,L1
ETU1418,Adjei,Eyram,24.0,F,IA & Big Data,L1
ETU1419,Tchalla,Kodjo,21.0,M,Logistique & Transport,L1
ETU1420,Assogba,Sena,20.0,M,IA & Big Data,L1
ETU1421,Doe,Afi,23.0,M,IA & Big Data,L3
ETU1422,Agbeko,Dodzi,23.0,F,Génie Civil,L2
ETU1423,Tchalla,Sena,22.0,M,IA & Big Data,L2
ETU1424,Amegan,Kodjo,17.0,M,Logistique & Transport,L1
ETU1425,Kossi,Dodzi,21.0,F,Génie Civil,L3
ETU1426,Kouassi,Ama,23.0,M,IA & Big Data,L2
ETU1427,Kouassi,Dodzi,26.0,M,Génie Civil,L1
ETU1428,Mensah,Ama,22.0,M,Génie Électrique,L2
ETU1429,Agbeko,Yao,20.0,M,Génie Civil,L2
ETU1430,Mensah,Eyram,22.0,M,Génie Civil,L2
ETU1431,Agbeko,Mawuli,18.0,F,Génie Civil,L1
ETU1432,Kouassi,Dodzi,17.0,F,Génie Électrique,L2
ETU1433,Kossi,Mawuli,23.0,F,Informatique & Systèmes,L1
ETU1434,Amegan,Sena,26.0,F,Génie Civil,L1
ETU1435,Kossi,Akossiwa,25.0,M,Logistique & Transport,L1
ETU1436,Tchalla,Koffi,22.0,M,Génie Électrique,L3
ETU1437,Assogba,Ama,17.0,F,Génie Électrique,L1
ETU1438,Mensah,Yao,26.0,M,Informatique & Systèmes,L1
ETU1439,Lawson,Koffi,21.0,F,Génie Civil,L1
ETU1440,Assogba,Afi,19.0,F,Logistique & Transport,L3
ETU1441,Lawson,Mawuli,25.0,M,IA & Big Data,L2
ETU1442,Kossi,Dodzi,24.0,M,IA & Big Data,L3
ETU1443,Amegan,Kodjo,24.0,M,Génie Électrique,L1
ETU1444,Tchalla,Eyram,19.0,M,Informatique & Systèmes,L1
ETU1445,Doe,Dodzi,26.0,M,Génie Électrique,L2
ETU1446,Lawson,Eyram,21.0,M,IA & Big Data,L1
ETU1447,Assogba,Kodjo,22.0,F,Informatique & Systèmes,L3
ETU1448,Tchalla,Akossiwa,24.0,F,Génie Électrique,L3
ETU1449,Adjei,Dodzi,23.0,F,Génie Électrique,L2
ETU1450,Assogba,Yao,18.0,M,Génie Électrique,L3
ETU1451,Assogba,Kodjo,20.0,M,Génie Civil,L2
ETU1452,Amegan,Koffi,20.0,M,Génie Électrique,L1
ETU1453,Mensah,Mawuli,26.0,M,Génie Civil,L2
ETU1454,Tchalla,Sena,24.0,F,Génie Électrique,L1
ETU1455,Tchalla,Koffi,20.0,M,Génie Électrique,L3
ETU1456,Kossi,Yao,24.0,M,Génie Électrique,L1
ETU1457,Doe,Afi,24.0,F,IA & Big Data,L1
ETU1458,Kouassi,Afi,20.0,M,Informatique & Systèmes,L2
ETU1459,Kossi,Eyram,21.0,,Génie Électrique,L1
ETU1460,Agbeko,Yao,25.0,M,Logistique & Transport,L1
ETU1461,Kossi,Dodzi,22.0,F,Génie Civil,L2
ETU1462,Agbeko,Kodjo,18.0,F,IA & Big Data,L1
ETU1463,Amegan,Eyram,24.0,M,Génie Électrique,L2
ETU1464,Mensah,Yao,22.0,F,IA & Big Data,L1
ETU1465,Assogba,Koffi,22.0,F,Génie Civil,L1
ETU1466,Kossi,Koffi,24.0,F,Génie Civil,L1
ETU1467,Tchalla,Akossiwa,26.0,M,Génie Électrique,L3
ETU1468,Kossi,Dodzi,20.0,M,Génie Électrique,L3
ETU1469,Assogba,Koffi,21.0,F,Informatique & Systèmes,L1
ETU1470,Agbeko,Akossiwa,18.0,M,Informatique & Systèmes,L3
ETU1471,Kouassi,Ama,23.0,F,Logistique & Transport,L2
ETU1472,Amegan,Dodzi,21.0,F,Génie Civil,L2
ETU1473,Amegan,Sena,20.0,M,Génie Électrique,L2
ETU1474,Doe,Mawuli,23.0,F,Informatique & Systèmes,L2
ETU1475,Agbeko,Mawuli,21.0,F,IA & Big Data,L3
ETU1476,Kouassi,Sena,21.0,F,IA & Big Data,L2
ETU1477,Mensah,Mawuli,21.0,M,IA & Big Data,L2
ETU1478,Doe,Koffi,19.0,F,Informatique & Systèmes,L1
ETU1479,Kossi,Eyram,18.0,M,Logistique & Transport,L1
ETU1480,Adjei,Mawuli,25.0,F,Génie Électrique,L2
ETU1481,Kouassi,Mawuli,17.0,,IA & Big Data,L1
ETU1482,Adjei,Akossiwa,20.0,F,IA & Big Data,L1
ETU1483,Agbeko,Eyram,23.0,M,Informatique & Systèmes,L1
ETU1484,Amegan,Akossiwa,18.0,M,Génie Civil,L1
ETU1485,Adjei,Koffi,23.0,M,Informatique & Systèmes,L2
ETU1486,Lawson,Dodzi,24.0,M,Génie Civil,L2
ETU1487,Tchalla,Yao,23.0,M,Génie Civil,L2
ETU1488,Agbeko,Ama,20.0,,IA & Big Data,L1
ETU1489,Doe,Sena,17.0,M,Génie Électrique,L2
ETU1490,Assogba,Yao,25.0,F,Logistique & Transport,L1
ETU1491,Kouassi,Eyram,20.0,F,Informatique & Systèmes,L2
ETU1492,Agbeko,Kodjo,25.0,M,IA & Big Data,L2
ETU1493,Doe,Koffi,18.0,F,Logistique & Transport,L2
ETU1494,Adjei,Dodzi,18.0,F,Logistique & Transport,L2
ETU1495,Amegan,Afi,24.0,M,Génie Électrique,L3
ETU1496,Kossi,Yao,26.0,M,Génie Électrique,L2
ETU1497,Lawson,Sena,25.0,F,IA & Big Data,L2
ETU1498,Assogba,Afi,24.0,F,Génie Civil,L2
ETU1499,Amegan,Koffi,19.0,F,Génie Électrique,L1
ETU1500,Kossi,Mawuli,26.0,F,IA & Big Data,L3
ETU1501,Doe,Kodjo,23.0,F,Génie Civil,L1
ETU1502,Assogba,Sena,18.0,M,Logistique & Transport,L1
ETU1503,Kouassi,Eyram,18.0,F,Génie Civil,L3
ETU1504,Adjei,Sena,25.0,M,Informatique & Systèmes,L2
ETU1505,Amegan,Sena,19.0,F,IA & Big Data,L1
ETU1506,Tchalla,Yao,24.0,M,Logistique & Transport,L1
ETU1507,Adjei,Yao,18.0,M,Logistique & Transport,L1
ETU1508,Adjei,Kodjo,19.0,F,Génie Électrique,L2
ETU1509,Adjei,Eyram,19.0,M,Génie Électrique,L1
ETU1510,Assogba,Afi,19.0,F,Informatique & Systèmes,L3
ETU1511,Agbeko,Akossiwa,23.0,M,Informatique & Systèmes,L3
ETU1512,Kouassi,Mawuli,26.0,F,IA & Big Data,L2
ETU1513,Kouassi,Eyram,26.0,F,IA & Big Data,L2
ETU1514,Assogba,Dodzi,24.0,M,IA & Big Data,L1
ETU1515,Kossi,Yao,19.0,F,Génie Civil,L1
ETU1516,Kouassi,Mawuli,26.0,M,IA & Big Data,L2
ETU1517,Mensah,Afi,22.0,F,IA & Big Data,L1
ETU1518,Amegan,Kodjo,22.0,F,Génie Électrique,L1
ETU1519,Tchalla,Akossiwa,24.0,F,IA & Big Data,L1
ETU1520,Lawson,Ama,24.0,M,IA & Big Data,L1
ETU1521,Kossi,Yao,26.0,M,Génie Électrique,L2
ETU1522,Kossi,Afi,22.0,F,Informatique & Systèmes,L2
ETU1523,Kouassi,Eyram,23.0,M,Génie Électrique,L3
ETU1524,Lawson,Eyram,24.0,M,Logistique & Transport,L2
ETU1525,Lawson,Ama,19.0,M,IA & Big Data,L3
ETU1526,Assogba,Sena,20.0,M,Logistique & Transport,L1
ETU1527,Kossi,Koffi,23.0,F,Logistique & Transport,L3
ETU1528,Assogba,Sena,17.0,M,Génie Civil,L2
ETU1529,Assogba,Akossiwa,20.0,M,Génie Électrique,L1
ETU1530,Tchalla,Kodjo,24.0,F,Génie Électrique,L3
ETU1531,Kossi,Mawuli,26.0,M,Génie Électrique,L1
ETU1532,Kossi,Kodjo,22.0,F,Génie Civil,L1
ETU1533,Adjei,Eyram,20.0,M,IA & Big Data,L1
ETU1534,Tchalla,Afi,21.0,F,Logistique & Transport,L1
ETU1535,Kossi,Dodzi,23.0,F,Génie Électrique,L1
ETU1536,Amegan,Sena,22.0,F,Génie Civil,L2
ETU1537,Kossi,Yao,,M,Informatique & Systèmes,L3
ETU1538,Tchalla,Mawuli,22.0,M,IA & Big Data,L1
ETU1539,Mensah,Kodjo,21.0,F,Génie Électrique,L2
ETU1540,Agbeko,Afi,24.0,M,Génie Électrique,L1
ETU1541,Mensah,Ama,25.0,M,Informatique & Systèmes,L3
ETU1542,Kossi,Ama,26.0,M,Informatique & Systèmes,L1
ETU1543,Kossi,Afi,23.0,F,Informatique & Systèmes,L1
ETU1544,Kouassi,Ama,20.0,F,Génie Électrique,L2
ETU1545,Mensah,Dodzi,21.0,F,Informatique & Systèmes,L2
ETU1546,Amegan,Eyram,18.0,F,Logistique & Transport,L3
ETU1547,Tchalla,Mawuli,26.0,M,IA & Big Data,L2
ETU1548,Tchalla,Mawuli,25.0,M,Informatique & Systèmes,L3
ETU1549,Doe,Afi,25.0,M,Informatique & Systèmes,L1
ETU1550,Kouassi,Koffi,20.0,F,Génie Électrique,L1
ETU1551,Lawson,Akossiwa,20.0,M,Génie Électrique,L1
ETU1552,Kouassi,Kodjo,25.0,F,Génie Électrique,L1
ETU1553,Lawson,Dodzi,22.0,F,Logistique & Transport,L1
ETU1554,Assogba,Yao,24.0,M,Informatique & Systèmes,L2
ETU1555,Tchalla,Kodjo,21.0,M,Génie Civil,L1
ETU1556,Agbeko,Akossiwa,21.0,M,IA & Big Data,L2
ETU1557,Kouassi,Ama,23.0,F,Informatique & Systèmes,L2
ETU1558,Agbeko,Ama,25.0,F,Informatique & Systèmes,L2
ETU1559,Kouassi,Akossiwa,20.0,F,IA & Big Data,L2
ETU1560,Tchalla,Koffi,25.0,M,Génie Électrique,L1
ETU1561,Mensah,Koffi,19.0,M,Génie Civil,L1
ETU1562,Amegan,Akossiwa,21.0,M,Génie Civil,L2
ETU1563,Kossi,Yao,26.0,M,Génie Électrique,L2
ETU1564,Kouassi,Afi,26.0,M,Génie Électrique,L1
ETU1565,Adjei,Koffi,26.0,M,Informatique & Systèmes,L1
ETU1566,Adjei,Akossiwa,20.0,F,IA & Big Data,L2
ETU1567,Adjei,Kodjo,25.0,M,IA & Big Data,L2
ETU1568,Doe,Dodzi,26.0,M,Génie Électrique,L1
ETU1569,Tchalla,Sena,26.0,F,Logistique & Transport,L2
ETU1570,Assogba,Eyram,17.0,F,IA & Big Data,L3
ETU1571,Amegan,Akossiwa,24.0,F,Génie Électrique,L1
ETU1572,Adjei,Kodjo,26.0,F,Génie Civil,L3
ETU1573,Mensah,Kodjo,24.0,F,Génie Civil,L1
ETU1574,Mensah,Eyram,19.0,F,Génie Électrique,L2
ETU1575,Lawson,Dodzi,24.0,M,Génie Électrique,L2
ETU1576,Assogba,Dodzi,18.0,F,Génie Civil,L1
ETU1577,Tchalla,Mawuli,21.0,M,Logistique & Transport,L3
ETU1578,Kouassi,Afi,23.0,M,IA & Big Data,L2
ETU1579,Kossi,Afi,21.0,M,Logistique & Transport,L3
ETU1580,Mensah,Dodzi,23.0,M,IA & Big Data,L1
ETU1581,Kouassi,Yao,19.0,F,Génie Civil,L3
ETU1582,Kossi,Akossiwa,23.0,M,IA & Big Data,L3
ETU1583,Mensah,Eyram,23.0,M,IA & Big Data,L2
ETU1584,Amegan,Akossiwa,23.0,M,IA & Big Data,L1
ETU1585,Assogba,Yao,19.0,F,Informatique & Systèmes,L2
ETU1586,Doe,Afi,20.0,M,Informatique & Systèmes,L2
ETU1587,Mensah,Akossiwa,19.0,F,IA & Big Data,L3
ETU1588,Kouassi,Eyram,21.0,F,Informatique & Systèmes,L2
ETU1589,Kouassi,Dodzi,22.0,M,Informatique & Systèmes,L1
ETU1590,Kouassi,Akossiwa,20.0,F,Génie Civil,L1
ETU1591,Assogba,Afi,21.0,M,Logistique & Transport,L2
ETU1592,Adjei,Dodzi,19.0,M,Génie Électrique,L3
ETU1593,Assogba,Mawuli,19.0,F,IA & Big Data,L1
ETU1594,Lawson,Yao,23.0,F,Informatique & Systèmes,L2
ETU1595,Kouassi,Afi,25.0,M,Logistique & Transport,L3
ETU1596,Tchalla,Sena,19.0,M,IA & Big Data,L1
ETU1597,Agbeko,Sena,25.0,M,Informatique & Systèmes,L1
ETU1598,Doe,Koffi,22.0,M,Logistique & Transport,L2
ETU1599,Doe,Yao,18.0,F,Logistique & Transport,L2
ETU1600,Doe,Eyram,20.0,F,Informatique & Systèmes,L1
ETU1601,Agbeko,Yao,17.0,F,Génie Électrique,L3
ETU1602,Agbeko,Yao,17.0,M,Informatique & Systèmes,L2
ETU1603,Kossi,Akossiwa,20.0,F,Génie Civil,L3
ETU1604,Kouassi,Ama,21.0,F,IA & Big Data,L3
ETU1605,Tchalla,Ama,24.0,F,IA & Big Data,L3
ETU1606,Lawson,Akossiwa,18.0,M,Génie Électrique,L2
ETU1607,Tchalla,Eyram,25.0,M,IA & Big Data,L1
ETU1608,Assogba,Koffi,19.0,M,Génie Électrique,L2
ETU1609,Kouassi,Yao,18.0,M,Informatique & Systèmes,L1
ETU1610,Kouassi,Koffi,23.0,M,Logistique & Transport,L2
ETU1611,Amegan,Afi,24.0,M,Génie Civil,L1
ETU1612,Agbeko,Yao,23.0,F,Génie Électrique,L2
ETU1613,Lawson,Mawuli,18.0,M,Génie Civil,L1
ETU1614,Doe,Afi,18.0,F,Informatique & Systèmes,L1
ETU1615,Doe,Mawuli,20.0,M,Génie Électrique,L1
ETU1616,Adjei,Sena,21.0,F,IA & Big Data,L2
ETU1617,Adjei,Kodjo,,M,Logistique & Transport,L3
ETU1618,Mensah,Eyram,19.0,M,Génie Civil,L1
ETU1619,Kossi,Kodjo,18.0,F,Logistique & Transport,L3
ETU1620,Amegan,Dodzi,26.0,F,Logistique & Transport,L3
ETU1621,Amegan,Dodzi,18.0,M,Logistique & Transport,L1
ETU1622,Kossi,Afi,17.0,M,IA & Big Data,L2
ETU1623,Amegan,Sena,21.0,F,Logistique & Transport,L1
ETU1624,Doe,Yao,21.0,F,Génie Électrique,L1
ETU1625,Adjei,Eyram,23.0,M,Informatique & Systèmes,L2
ETU1626,Lawson,Sena,25.0,M,Génie Électrique,L1
ETU1627,Lawson,Dodzi,26.0,M,Informatique & Systèmes,L3
ETU1628,Tchalla,Yao,19.0,F,Informatique & Systèmes,L3
ETU1629,Lawson,Mawuli,26.0,M,Informatique & Systèmes,L3
ETU1630,Agbeko,Kodjo,23.0,M,IA & Big Data,L2
ETU1631,Lawson,Ama,17.0,F,Génie Électrique,L2
ETU1632,Amegan,Ama,26.0,M,Logistique & Transport,L3
ETU1633,Lawson,Afi,18.0,M,Génie Électrique,L1
ETU1634,Kossi,Akossiwa,22.0,M,Génie Électrique,L1
ETU1635,Doe,Ama,24.0,M,Informatique & Systèmes,L2
ETU1636,Adjei,Kodjo,19.0,M,Informatique & Systèmes,L1
ETU1637,Adjei,Sena,19.0,M,IA & Big Data,L1
ETU1638,Agbeko,Akossiwa,21.0,F,Génie Civil,L1
ETU1639,Assogba,Dodzi,25.0,F,IA & Big Data,L2
ETU1640,Doe,Mawuli,19.0,M,Génie Civil,L1
ETU1641,Assogba,Afi,23.0,M,Génie Civil,L1
ETU1642,Kouassi,Dodzi,21.0,M,Génie Électrique,L1
ETU1643,Amegan,Kodjo,18.0,F,Logistique & Transport,L1
ETU1644,Agbeko,Ama,24.0,M,Informatique & Systèmes,L3
ETU1645,Lawson,Koffi,25.0,F,Logistique & Transport,L1
ETU1646,Amegan,Dodzi,22.0,M,Génie Civil,L2
ETU1647,Tchalla,Dodzi,18.0,F,Génie Civil,L2
ETU1648,Assogba,Mawuli,18.0,M,Génie Électrique,L1
ETU1649,Kouassi,Ama,21.0,F,Logistique & Transport,L3
ETU1650,Amegan,Yao,22.0,M,Logistique & Transport,L2
ETU1651,Doe,Koffi,22.0,F,Informatique & Systèmes,L2
ETU1652,Adjei,Koffi,19.0,M,Génie Civil,L1
ETU1653,Kouassi,Yao,22.0,F,Génie Civil,L1
ETU1654,Tchalla,Afi,19.0,F,Informatique & Systèmes,L3
ETU1655,Tchalla,Koffi,23.0,F,Logistique & Transport,L3
ETU1656,Agbeko,Dodzi,24.0,M,Informatique & Systèmes,L3
ETU1657,Doe,Kodjo,23.0,M,Génie Électrique,L3
ETU1658,Mensah,Yao,17.0,M,IA & Big Data,L1
ETU1659,Adjei,Afi,26.0,M,IA & Big Data,L3
ETU1660,Kossi,Mawuli,17.0,F,Logistique & Transport,L2
ETU1661,Agbeko,Akossiwa,26.0,F,Informatique & Systèmes,L3
ETU1662,Mensah,Koffi,17.0,F,Informatique & Systèmes,L1
ETU1663,Adjei,Koffi,22.0,M,Informatique & Systèmes,L1
ETU1664,Tchalla,Eyram,18.0,F,Génie Électrique,L2
ETU1665,Doe,Ama,17.0,F,Génie Civil,L3
ETU1666,Tchalla,Sena,23.0,F,Logistique & Transport,L2
ETU1667,Kouassi,Akossiwa,24.0,M,IA & Big Data,L1
ETU1668,Assogba,Mawuli,18.0,M,Génie Électrique,L1
ETU1669,Kossi,Koffi,26.0,F,Informatique & Systèmes,L3
ETU1670,Assogba,Eyram,20.0,M,Génie Électrique,L2
ETU1671,Doe,Sena,20.0,M,Informatique & Systèmes,L2
ETU1672,Doe,Kodjo,19.0,F,Informatique & Systèmes,L2
ETU1673,Mensah,Yao,21.0,F,Informatique & Systèmes,L1
ETU1674,Doe,Dodzi,18.0,F,Génie Électrique,L2
ETU1675,Agbeko,Akossiwa,21.0,F,Génie Électrique,L2
ETU1676,Tchalla,Kodjo,19.0,M,Informatique & Systèmes,L3
ETU1677,Mensah,Akossiwa,17.0,M,Génie Civil,L3
ETU1678,Tchalla,Yao,20.0,M,Génie Civil,L3
ETU1679,Assogba,Kodjo,23.0,M,Informatique & Systèmes,L2
ETU1680,Agbeko,Ama,24.0,M,Génie Civil,L2
ETU1681,Kossi,Koffi,20.0,F,Logistique & Transport,L2
ETU1682,Assogba,Yao,20.0,M,IA & Big Data,L3
ETU1683,Assogba,Ama,24.0,F,Génie Électrique,L2
ETU1684,Kossi,Kodjo,23.0,M,Informatique & Systèmes,L2
ETU1685,Kouassi,Eyram,25.0,M,Génie Civil,L2
ETU1686,Amegan,Ama,26.0,M,IA & Big Data,L2
ETU1687,Tchalla,Koffi,25.0,M,Génie Civil,L2
ETU1688,Amegan,Ama,26.0,F,Informatique & Systèmes,L1
ETU1689,Agbeko,Afi,21.0,M,Génie Électrique,L2
ETU1690,Assogba,Yao,20.0,M,Logistique & Transport,L2
ETU1691,Agbeko,Kodjo,20.0,F,Informatique & Systèmes,L1
ETU1692,Assogba,Koffi,19.0,M,Logistique & Transport,L3
ETU1693,Assogba,Akossiwa,24.0,M,Logistique & Transport,L2
ETU1694,Mensah,Kodjo,24.0,M,Logistique & Transport,L1
ETU1695,Adjei,Kodjo,25.0,M,IA & Big Data,L3
ETU1696,Agbeko,Afi,18.0,F,Génie Civil,L2
ETU1697,Tchalla,Mawuli,21.0,M,IA & Big Data,L2
ETU1698,Mensah,Kodjo,19.0,M,Informatique & Systèmes,L1
ETU1699,Mensah,Eyram,25.0,M,Logistique & Transport,L3
ETU1700,Tchalla,Afi,19.0,F,Génie Civil,L1
ETU1701,Doe,Yao,18.0,M,Génie Électrique,L2
ETU1702,Kossi,Yao,22.0,F,Informatique & Systèmes,L1
ETU1703,Kossi,Akossiwa,25.0,M,Génie Civil,L2
ETU1704,Kossi,Afi,26.0,F,Génie Civil,L2
ETU1705,Tchalla,Yao,17.0,M,Informatique & Systèmes,L2
ETU1706,Mensah,Dodzi,20.0,M,Logistique & Transport,L2
ETU1707,Tchalla,Kodjo,18.0,M,IA & Big Data,L3
ETU1708,Amegan,Eyram,20.0,F,IA & Big Data,L2
ETU1709,Amegan,Sena,22.0,,Génie Électrique,L1
ETU1710,Doe,Akossiwa,19.0,M,Logistique & Transport,L3
ETU1711,Tchalla,Yao,17.0,M,Informatique & Systèmes,L2
ETU1712,Agbeko,Mawuli,22.0,F,Informatique & Systèmes,L3
ETU1713,Agbeko,Akossiwa,17.0,M,IA & Big Data,L3
ETU1714,Assogba,Yao,19.0,M,Logistique & Transport,L3
ETU1715,Agbeko,Dodzi,17.0,M,IA & Big Data,L2
ETU1716,Tchalla,Kodjo,17.0,F,Génie Électrique,L2
ETU1717,Amegan,Koffi,21.0,F,Logistique & Transport,L1
ETU1718,Adjei,Kodjo,25.0,F,IA & Big Data,L2
ETU1719,Tchalla,Kodjo,24.0,F,Génie Électrique,L3
ETU1720,Kossi,Eyram,17.0,M,Génie Électrique,L2
ETU1721,Assogba,Mawuli,17.0,M,Génie Civil,L3
ETU1722,Kouassi,Ama,20.0,M,Informatique & Systèmes,L1
ETU1723,Kossi,Ama,23.0,M,Informatique & Systèmes,L1
ETU1724,Agbeko,Sena,24.0,M,IA & Big Data,L2
ETU1725,Kossi,Koffi,25.0,M,Génie Civil,L2
ETU1726,Agbeko,Akossiwa,20.0,M,Génie Civil,L1
ETU1727,Mensah,Ama,18.0,F,IA & Big Data,L1
ETU1728,Amegan,Koffi,17.0,M,Informatique & Systèmes,L3
ETU1729,Doe,Dodzi,18.0,M,Logistique & Transport,L2
ETU1730,Agbeko,Koffi,17.0,F,IA & Big Data,L1
ETU1731,Amegan,Koffi,25.0,,Informatique & Systèmes,L1
ETU1732,Assogba,Dodzi,19.0,F,Génie Électrique,L2
ETU1733,Agbeko,Ama,25.0,F,Informatique & Systèmes,L1
ETU1734,Adjei,Eyram,22.0,F,Informatique & Systèmes,L2
ETU1735,Doe,Koffi,22.0,M,Informatique & Systèmes,L3
ETU1736,Agbeko,Ama,21.0,M,IA & Big Data,L1
ETU1737,Lawson,Ama,25.0,F,Génie Électrique,L2
ETU1738,Agbeko,Mawuli,17.0,M,Génie Civil,L1
ETU1739,Kouassi,Sena,17.0,M,Génie Électrique,L1
ETU1740,Kouassi,Kodjo,21.0,M,IA & Big Data,L3
ETU1741,Agbeko,Yao,20.0,M,Logistique & Transport,L2
ETU1742,Doe,Koffi,22.0,M,IA & Big Data,L3
ETU1743,Adjei,Afi,24.0,M,Génie Civil,L1
ETU1744,Agbeko,Yao,22.0,F,Informatique & Systèmes,L1
ETU1745,Lawson,Afi,19.0,F,Génie Civil,L2
ETU1746,Tchalla,Sena,,M,IA & Big Data,L2
ETU1747,Lawson,Eyram,24.0,F,IA & Big Data,L3
ETU1748,Lawson,Kodjo,19.0,M,Génie Électrique,L1
ETU1749,Kossi,Koffi,22.0,F,IA & Big Data,L3
ETU1750,Assogba,Yao,22.0,F,IA & Big Data,L3
ETU1751,Kossi,Eyram,24.0,M,Génie Civil,L2
ETU1752,Mensah,Afi,24.0,F,Génie Civil,L1
ETU1753,Assogba,Sena,21.0,F,IA & Big Data,L2
ETU1754,Tchalla,Kodjo,20.0,F,Logistique & Transport,L1
ETU1755,Amegan,Ama,20.0,F,Génie Civil,L3
ETU1756,Agbeko,Eyram,21.0,M,Logistique & Transport,L2
ETU1757,Lawson,Mawuli,19.0,M,Génie Civil,L3
ETU1758,Kossi,Dodzi,23.0,F,Génie Civil,L2
ETU1759,Agbeko,Eyram,19.0,F,Génie Électrique,L2
ETU1760,Kossi,Yao,23.0,F,Génie Électrique,L2
ETU1761,Tchalla,Yao,24.0,M,Logistique & Transport,L2
ETU1762,Assogba,Yao,26.0,M,IA & Big Data,L3
ETU1763,Assogba,Dodzi,18.0,M,Informatique & Systèmes,L1
ETU1764,Lawson,Afi,24.0,F,IA & Big Data,L3
ETU1765,Agbeko,Kodjo,17.0,M,Logistique & Transport,L3
ETU1766,Doe,Dodzi,20.0,F,Informatique & Systèmes,L3
ETU1767,Amegan,Sena,18.0,F,Génie Civil,L2
ETU1768,Kossi,Dodzi,18.0,M,Logistique & Transport,L3
ETU1769,Lawson,Dodzi,18.0,M,Logistique & Transport,L1
ETU1770,Doe,Koffi,17.0,M,IA & Big Data,L3
ETU1771,Assogba,Akossiwa,25.0,F,Génie Civil,L1
ETU1772,Mensah,Mawuli,17.0,F,Logistique & Transport,L1
ETU1773,Agbeko,Eyram,20.0,M,IA & Big Data,L2
ETU1774,Kouassi,Ama,23.0,M,Génie Civil,L1
ETU1775,Assogba,Akossiwa,26.0,M,Informatique & Systèmes,L1
ETU1776,Amegan,Afi,25.0,M,Génie Électrique,L3
ETU1777,Kossi,Mawuli,18.0,F,Génie Électrique,L1
ETU1778,Adjei,Ama,26.0,F,Informatique & Systèmes,L2
ETU1779,Kouassi,Sena,23.0,M,IA & Big Data,L1
ETU1780,Kouassi,Yao,18.0,F,IA & Big Data,L3
ETU1781,Doe,Yao,21.0,M,IA & Big Data,L3
ETU1782,Kossi,Afi,26.0,F,Génie Électrique,L1
ETU1783,Kossi,Kodjo,20.0,M,Informatique & Systèmes,L2
ETU1784,Amegan,Sena,,F,IA & Big Data,L3
ETU1785,Tchalla,Akossiwa,25.0,F,Génie Civil,L3
ETU1786,Mensah,Eyram,26.0,M,Génie Civil,L1
ETU1787,Doe,Koffi,26.0,F,Génie Électrique,L2
ETU1788,Tchalla,Eyram,26.0,F,Logistique & Transport,L3
ETU1789,Mensah,Koffi,25.0,M,Informatique & Systèmes,L1
ETU1790,Mensah,Mawuli,21.0,M,Génie Civil,L3
ETU1791,Amegan,Akossiwa,18.0,F,IA & Big Data,L1
ETU1792,Agbeko,Akossiwa,23.0,M,Génie Civil,L3
ETU1793,Kouassi,Koffi,19.0,M,Logistique & Transport,L1
ETU1794,Amegan,Mawuli,21.0,M,Logistique & Transport,L1
ETU1795,Adjei,Ama,23.0,F,Génie Électrique,L3
ETU1796,Assogba,Sena,26.0,M,Génie Électrique,L3
ETU1797,Amegan,Mawuli,19.0,M,Informatique & Systèmes,L3
ETU1798,Lawson,Eyram,19.0,F,Génie Civil,L3
ETU1799,Amegan,Mawuli,,M,Génie Civil,L2
